0135308,Mcdonnell,Galway
0071999,Bourke,Laois
0318865,Scanlon,Louth
0785545,Agnew,Meath
0055704,O'Brien,Dublin
0282301,Brislane,Wexford
0695457,Ambrose,Kildare
0303216,Purcell,Louth
0096352,Carrigg,Wexford
0486981,Cohalan,Carlow
0855183,Kelly,Carlow
0969801,Kennedy,Louth
0631099,Mccormick,Wexford
0244007,Hehir,Meath
0606944,Eaton,Clare
0012814,Woods,Carlow
0061404,Doorley,Galway
0266973,Power,Carlow
0158515,Flynn,Dublin
0990693,Dee,Tipperary
0807810,Fitzgerald,Kilkenny
0715602,Maccurtin,Mayo
0144109,Maccurtin,Sligo
0510342,Gogarty,Meath
0280593,Doorley,Kilkenny
0921373,Hogan,Wexford
0020032,Keehan,Waterford
0946529,O'Reagan,Sligo
0079886,Quin,Sligo
0774301,Clinton,Galway
0623650,Reidy,Wexford
0083163,Mccormack,Mayo
0964157,Carey,Cork
0202986,Hehir,Meath
0739901,Ashton,Meath
0787660,Savage,Waterford
0824574,O'Brien,Kerry
0354654,Green,Tipperary
0271516,Coleman,Waterford
0779152,Barlow,Cork
0266484,Clune,Wicklow
0353562,Keehan,Louth
0549677,Woods,Galway
0593867,Macdonagh,Kilkenny
0582532,Bermingham,Kerry
0267272,Scanlon,Kilkenny
0092285,Moynihan,Monaghan
0544803,Coffey,Louth
0727589,Somers,Laois
0864752,O'Rourke,Cork
0945088,Savage,Cavan
0928684,Agnew,Westmeath
0817842,Murphy,Kerry
0243447,Stanley-Smith,Mayo
0113404,Coleman,Cavan
0957376,Berry,Meath
0604199,Mangan,Tipperary
0051199,Mitchell,Wicklow
0037325,Clune,Cavan
0781282,Ashton,Wexford
0185077,Williams,Meath
0854552,Quaid,Monaghan
0768073,Mcnulty,Carlow
0462101,Slattery,Kilkenny
0511804,Henchy,Meath
0645529,Mcdonagh,Sligo
0958741,Spillane,Limerick
0014306,Mcelligott,Waterford
0714694,Shinners,Laois
0226534,Doogan,Mayo
0011299,Reidy,Sligo
0184345,Gill,Wicklow
0671681,O'Halloran,Waterford
0797660,Bowles,Monaghan
0033200,De Paor,Kildare
0277651,Mcbride,Roscommon
0029027,Barr,Galway
0286605,Halvey,Mayo
0965565,Coakley,Laois
0034322,O'Rourke,Tipperary
0290265,Cohalan,Cork
0912638,Henchy,Kilkenny
0229686,Bailey,Tipperary
0964881,Coffey,Westmeath
0314852,Blake,Dublin
0372844,O'Grady,Louth
0913770,Spillane,Cork
0355349,Berry,Wexford
0096864,O'Dwyer,Wexford
0519948,Carrigg,Monaghan
0625009,Sheahan,Louth
0427028,Clinton,Donegal
0053427,Trimble,Donegal
0919865,Henchy,Mayo
0209915,Thornton,Tipperary
0790505,Galway,Waterford
0761118,Carey,Louth
0159225,Quaid,Wexford
0961243,Clinton,Waterford
0586733,Sutcliffe,Galway
0523857,Hanly,Meath
0020053,O'Connor,Westmeath
0155728,O'Brien,Wicklow
0618167,Eaton,Wexford
0230848,Dee,Wicklow
0373279,Richardson,Wexford
0188035,Doogan,Kildare
0909903,Ahern,Mayo
0374462,Bourke,Galway
0811605,Barry,Roscommon
0987062,Murray,Donegal
0154624,Quin,Louth
0777764,De Paor,Mayo
0636298,Vaughan,Westmeath
0298164,O'Connor,Longford
0488805,Brannock,Kilkenny
0770593,O'Shea,Carlow
0209480,Collins,Longford
0516585,Brown,Dublin
0593082,Green,Kerry
0873700,Thornton,Cork
0820620,Agnew,Kerry
0524804,Madden,Kildare
0317598,Barrett,Kildare
0342742,Kennedy,Kerry
0283143,Murphy,Longford
0966163,Murphy,Mayo
0898830,Ashton,Donegal
0624446,Fitzmaurice,Dublin
0899890,Purcell,Tipperary
0038222,Hayes,Waterford
0593305,Sheahan,Sligo
0062679,Hehir,Cavan
0782064,Reynolds,Wicklow
0866555,Begley,Clare
0654502,Finn,Monaghan
0078805,Doherty,Wicklow
0164238,Mcnulty,Donegal
0200518,Mcnulty,Dublin
0506768,Molloy,Limerick
0186420,Atkins,Kildare
0042650,Lawlor,Carlow
0077097,Brislane,Tipperary
0387702,Foley,Cork
0836471,Bowles,Kilkenny
0199243,Leahy,Carlow
0983674,Richardson,Limerick
0883183,O'Gorman,Cavan
0953175,Somers,Waterford
0348437,Hanly,Louth
0213959,Carrigg,Mayo
0509842,O'Connor,Dublin
0375713,Trimble,Wexford
0090054,Fitzmaurice,Sligo
0639467,Doorley,Kilkenny
0417002,Buckely,Longford
0592238,Shinners-Kennedy,Meath
0583702,Coughlan,Westmeath
0750833,Reidy,Dublin
0144367,Kelly,Wicklow
0044401,Appleby,Carlow
0278452,Lyons,Limerick
0888726,Delaney,Wicklow
0393888,O'Sullivan,Kilkenny
0588746,Coakley,Sligo
0289766,Fitzhenry,Westmeath
0012416,Madden,Cavan
0153057,Mcdonagh,Cork
0385849,Barton,Clare
0643432,Conroy,Westmeath
0366654,Whealan,Mayo
0120900,Hanly,Longford
0579444,Keyes,Mayo
0935373,Casey,Wicklow
0512819,Henchy,Dublin
0611323,Reidy,Louth
0024217,Breen,Cavan
0053187,Quille,Clare
0566005,Richardson,Longford
0949602,Barrett,Tipperary
0261835,Mcguire,Kilkenny
0695811,Bolger,Louth
0775526,Quaid,Waterford
0655127,Spillane,Waterford
0217662,Blake,Meath
0871237,Coffey,Kildare
0632258,Macdonagh,Galway
0622955,Sheehy,Dublin
0259356,Downes,Cavan
0349685,Williams,Tipperary
0469195,O'Rourke,Meath
0182377,Cleary,Wexford
0336609,Maccurtin,Roscommon
0050362,Lawlor,Louth
0821350,O'Hara,Clare
0697076,Little,Wicklow
0199072,Fine,Wicklow
0305885,Somers,Roscommon
0310670,Quille,Kildare
0304111,Shinners,Sligo
0885978,Fenton,Roscommon
0410954,Vaughan,Clare
0199497,Scannell,Louth
0477739,Coakley,Sligo
0093955,Woods,Meath
0949997,Durkan,Kilkenny
0132667,O'Neill,Dublin
0137836,Barrett,Longford
0899838,Manley,Carlow
0526537,Molloy,Mayo
0340177,Grimes,Dublin
0092527,Brislane,Louth
0928207,Doogan,Sligo
0140481,O'Brien,Limerick
0878924,Bailey,Mayo
0131272,Slater,Kilkenny
0443118,Galway,Waterford
0077728,Mitchell,Carlow
0579066,Liston,Sligo
0226104,Begley,Laois
0784018,Madden,Monaghan
0060805,Kelly,Dublin
0383244,Purcell,Tipperary
0058348,Barrett,Galway
0248732,Forde,Tipperary
0011490,Baron,Kildare
0059455,Rutland,Wicklow
0122787,O'Maidin,Kilkenny
0108121,Woods,Longford
0072480,Slater,Sligo
0040484,Mcelligott,Mayo
0810534,Madden,Dublin
0466515,Cooke,Roscommon
0861564,Liston,Mayo
0634060,Fitzhenry,Tipperary
0322810,Baron,Tipperary
0532775,Brannock,Westmeath
0600256,O'Grady,Sligo
0333726,Hayes,Kerry
0740266,Barr,Wexford
0365680,Reidy,Kilkenny
0556644,Hanly,Carlow
0020401,De Paor,Sligo
0576534,Young,Longford
0357359,Rutland,Cavan
0838347,Cassidy,Sligo
0621616,Brannock,Carlow
0109582,Baker,Longford
0421835,Ashton,Kildare
0061578,Kelly,Galway
0975409,Flannery,Waterford
0707131,Fitzmaurice,Kildare
0952917,Bolger,Cork
0809596,Cooke,Dublin
0254425,Cooke,Wexford
0927878,Hayes,Westmeath
0905911,O'Brien,Roscommon
0166710,Power,Monaghan
0477499,Mcnulty,Clare
0729217,Clinton,Louth
0855857,Browne,Tipperary
0588553,Shinners-Kennedy,Wexford
0398560,Burns,Kilkenny
0472642,Lovett,Kerry
0038220,Williams,Waterford
0576551,Flanagan,Roscommon
0523930,Quaid,Wexford
0735676,Baker,Limerick
0289273,Madden,Carlow
0161741,Quin,Tipperary
0673758,Mcnamara,Galway
0188875,Reidy,Roscommon
0160901,Brannock,Wexford
0422824,Dwan,Galway
0769693,Fine,Cavan
0371176,Berry,Kerry
0537728,Fenton,Carlow
0247140,Mcgrath,Wicklow
0378898,Hannon,Waterford
0372616,Bannon,Monaghan
0681030,Bannon,Wexford
0616294,Coffey,Limerick
0837991,Thornton,Laois
0121480,Flannery,Clare
0273738,Mcbride,Carlow
0592418,Halvey,Wicklow
0349685,Buckely,Cork
0476550,Reynolds,Galway
0415102,Flaherty,Cavan
0936344,Stanley-Smith,Roscommon
0046657,Leddin,Sligo
0438316,Coleman,Kilkenny
0922402,O'Connor,Kilkenny
0127679,Allen,Westmeath
0154713,Quille,Kerry
0655568,Mitchell,Laois
0547543,Richardson,Clare
0639937,Mcnamara,Monaghan
0035221,Mcelligott,Carlow
0123745,Thornton,Carlow
0518381,Hannon,Sligo
0235360,Scannell,Wexford
0691235,Woods,Laois
0837718,Mccormick,Cavan
0440506,Barry,Sligo
0422396,Andrews,Kerry
0569875,Flanagan,Wexford
0958052,Doherty,Longford
0243855,Doorley,Kilkenny
0113863,Manley,Sligo
0461359,Bannon,Tipperary
0224255,Mitchell,Kilkenny
0626952,Kelly,Meath
0512536,Berry,Galway
0827497,Stanley-Smith,Roscommon
0068996,Slater,Clare
0828138,Kelly,Kerry
0360634,O'Reagan,Wicklow
0007445,Ryan,Longford
0336753,Ashe,Galway
0465678,Woods,Mayo
0635672,Moynihan,Monaghan
0148396,Keane,Meath
0610570,Coughlan,Cavan
0621611,Ambrose,Cork
0056861,Bourke,Meath
0648787,Fitzgerald,Louth
0951231,Manley,Kildare
0252349,Angland,Cork
0535584,Brennan,Laois
0181868,Ashton,Dublin
0341792,Ashe,Donegal
0952902,Sutcliffe,Roscommon
0667927,Murphy,Wexford
0927723,Liston,Sligo
0379204,Murphy,Monaghan
0373980,Delaney,Monaghan
0069646,Baron,Monaghan
0208017,Galway,Tipperary
0148036,Buckely,Laois
0075037,Buckely,Kilkenny
0158489,Savage,Dublin
0736811,Woods,Meath
0440406,O'Connor,Cork
0446769,O'Neill,Cavan
0939383,Mcguire,Clare
0895427,Hogan,Tipperary
0202175,Doorley,Kerry
0775134,Collins,Cork
0804707,Mccormack,Galway
0246137,White,Dublin
0524959,Fenton,Clare
0836621,O'Connor,Carlow
0667750,Clune,Laois
0193397,Slater,Cork
0567778,Mcdonagh,Limerick
0366152,Barrett,Limerick
0196223,Dwan,Sligo
0323050,Bailey,Clare
0888966,Barrett,Donegal
0746738,Hayes,Limerick
0929102,Leddin,Laois
0927566,Begley,Donegal
0839259,Quille,Laois
0579656,Savage,Wexford
0016875,Forde,Meath
0947896,Mcbride,Clare
0503534,Flanagan,Donegal
0420328,Berry,Meath
0258045,Appleby,Kildare
0473485,Fitzmaurice,Carlow
0311540,Henchy,Kildare
0847976,Murray,Kildare
0189345,O'Dwyer,Wicklow
0771249,Quin,Longford
0648344,Mcnamara,Mayo
0605917,Eaton,Meath
0929705,Molloy,Roscommon
0850964,Vaughan,Limerick
0537274,Vaughan,Monaghan
0789030,Trimble,Donegal
0283830,Hanly,Cork
0710222,Fitzmaurice,Mayo
0302861,Liston,Cavan
0616585,Lyons,Carlow
0693814,O'Hara,Kilkenny
0162272,Rutland,Kildare
0889079,Flynn,Monaghan
0863094,Doogan,Tipperary
0667292,Barker,Galway
0691839,O'Hara,Limerick
0768124,Leddin,Wicklow
0958106,Kennedy,Meath
0772412,Brehony,Tipperary
0069883,Doherty,Limerick
0541793,Kennedy,Kildare
0162984,Mccormick,Monaghan
0882398,Halvey,Tipperary
0245978,Barry,Louth
0967863,Carrigg,Wexford
0595581,Sheahan,Louth
0414554,Delaney,Dublin
0555268,Power,Monaghan
0504875,Mangan,Donegal
0589530,Little,Galway
0993981,O'Halloran,Donegal
0106862,O'Gorman,Dublin
0703446,Carrigg,Roscommon
0757767,Leddin,Cavan
0241515,Johnson,Kildare
0134351,Long,Mayo
0675543,O'Gorman,Wicklow
0721986,Molloy,Meath
0837172,Sutcliffe,Kerry
0077983,Barr,Longford
0084412,Spillane,Louth
0221916,Mcnamara,Wicklow
0657866,O'Brien,Donegal
0116919,O'Hara,Cork
0478997,Reidy,Longford
0445619,Moynihan,Clare
0642333,O'Gorman,Limerick
0564842,Burns,Kerry
0532810,Coughlan,Cavan
0946746,Liston,Wicklow
0212380,Mitchell,Cork
0999385,Barlow,Cavan
0173732,Lawlor,Louth
0441953,O'Reagan,Limerick
0638557,Leddin,Roscommon
0488458,Cleary,Waterford
0362245,Brennan,Kildare
0822101,Baker,Waterford
0073067,Flannery,Cork
0810279,Brouder,Meath
0964985,Ashton,Sligo
0329865,Savage,Galway
0824950,O'Shea,Monaghan
0052941,Clune,Meath
0151952,Downes,Roscommon
0536724,O'Dwyer,Cavan
0386842,Doogan,Tipperary
0395092,Begley,Kildare
0411218,O'Maidin,Kilkenny
0790336,Blake,Donegal
0108028,Bowles,Kilkenny
0155207,O'Connor,Tipperary
0504587,Durkan,Wicklow
0769180,Manley,Kilkenny
0329177,Carrigg,Westmeath
0067419,Purcell,Wexford
0342701,Vaughan,Cork
0886440,Rutland,Dublin
0939177,Hayes,Sligo
0872515,Brehony,Meath
0188591,Mccormick,Monaghan
0369805,Clifford,Cavan
0075163,Reynolds,Cavan
0392512,Relihan,Kildare
0071775,O'Grady,Monaghan
0123182,Downes,Dublin
0987419,Mcdonagh,Tipperary
0661323,Kennedy,Laois
0066086,Agnew,Carlow
0249089,Baron,Louth
0521871,O'Reagan,Wexford
0515234,Brannock,Longford
0329867,O'Neill,Roscommon
0841637,Fine,Sligo
0937729,Galway,Longford
0652432,Foley,Cavan
0755503,Slater,Galway
0012464,Burns,Louth
0625186,Mcguire,Galway
0170545,Mcbride,Kilkenny
0137955,Mcelligott,Tipperary
0075616,Doogan,Longford
0838239,Halvey,Kildare
0563874,Leamy,Donegal
0019551,Lovett,Tipperary
0224066,Rutland,Wicklow
0772714,Barrett,Galway
0044144,Mcdonagh,Waterford
0750718,Brislane,Westmeath
0014140,Quaid,Louth
0088282,Coakley,Cork
0230331,Coakley,Laois
0293353,Fenton,Cavan
0232746,Clifford,Sligo
0014858,Fitzmaurice,Sligo
0134725,Baker,Donegal
0351211,Brannock,Louth
0456542,Richardson,Wicklow
0915010,Bowles,Westmeath
0525828,Flannery,Wicklow
0376217,Brannock,Kerry
0047116,Leddin,Westmeath
0939700,O'Sullivan,Sligo
0006715,Forde,Cork
0163048,Relihan,Donegal
0510137,Sutcliffe,Clare
0272087,O'Neill,Wicklow
0387027,O'Sullivan,Sligo
0210367,Mangan,Limerick
0235336,Grimes,Galway
0447685,Keyes,Wicklow
0931000,O'Dwyer,Kildare
0565843,Quille,Carlow
0361255,Bermingham,Dublin
0105608,Fine,Carlow
0396978,Delaney,Carlow
0939531,Barrett,Clare
0347628,Scanlon,Cork
0275282,Ashton,Sligo
0763033,Molloy,Carlow
0963152,Healy,Wicklow
0334926,Brown,Westmeath
0521094,Power,Tipperary
0876295,Mcbride,Clare
0309638,Breen,Meath
0172331,Baker,Kildare
0680390,Flynn,Longford
0326892,Carey,Westmeath
0626627,Vaughan,Mayo
0317822,Young,Limerick
0543611,Angland,Meath
0020253,Baron,Wicklow
0119208,Shinners,Westmeath
0955867,Mcdonnell,Sligo
0789774,O'Brien,Clare
0582426,Grimes,Kildare
0224169,Cahill,Clare
0780605,Madden,Wexford
0538086,Ashton,Waterford
0758402,O'Dwyer,Waterford
0484878,Ryan,Cavan
0206358,Fine,Monaghan
0857810,Power,Clare
0772661,Gill,Kerry
0523310,Sheahan,Monaghan
0645818,Cohalan,Longford
0798921,De Paor,Galway
0416928,Mcnulty,Mayo
0869672,Conroy,Wexford
0264653,Andrews,Clare
0376202,Gogarty,Meath
0898892,Slattery,Limerick
0232452,O'Maidin,Roscommon
0122965,Keane,Westmeath
0853457,Flanagan,Waterford
0015814,Bolger,Wexford
0527078,Brehony,Meath
0652146,Fine,Limerick
0939375,Reynolds,Tipperary
0817693,O'Neill,Clare
0781612,O'Brien,Wicklow
0429760,Healy,Wexford
0884405,Fitzhenry,Clare
0956382,Quaid,Wicklow
0840874,Malone,Kildare
0439202,Mcnulty,Carlow
0616004,Brannock,Tipperary
0994377,Stanley-Smith,Cavan
0992885,Sheehy,Carlow
0338789,Slater,Longford
0459660,Flannery,Meath
0538775,Manley,Meath
0522399,Agnew,Clare
0697565,Johnson,Monaghan
0001337,Richardson,Cavan
0351712,Kennedy,Clare
0378953,Collins,Kilkenny
0918511,O'Rourke,Cork
0912589,Agnew,Galway
0750002,Atkins,Longford
0987338,Murray,Galway
0864880,Coughlan,Dublin
0198874,Moynihan,Limerick
0353312,Brannock,Cavan
0092356,Brennan,Donegal
0246302,Stanley-Smith,Westmeath
0145771,Gill,Meath
0831888,Bourke,Meath
0185394,Doherty,Meath
0969305,Kelly,Sligo
0758583,Dee,Donegal
0261364,Boland,Kerry
0070093,Green,Clare
0595330,Brehony,Wicklow
0956895,Doogan,Cork
0882773,O'Shea,Cavan
0934774,Baron,Laois
0634202,Barton,Galway
0716340,Long,Donegal
0391098,Bowles,Roscommon
0191939,Quille,Galway
0252663,Mcguire,Donegal
0621903,Coffey,Kerry
0921955,Slater,Tipperary
0732126,Young,Monaghan
0427741,Long,Waterford
0060347,O'Grady,Meath
0888967,O'Halloran,Limerick
0759229,Barlow,Clare
0600118,Hehir,Galway
0974721,Whealan,Louth
0949434,O'Grady,Westmeath
0606565,Bird,Waterford
0287298,Quin,Monaghan
0772594,Little,Carlow
0865266,Quane,Mayo
0994684,Eaton,Meath
0009133,Hogan,Roscommon
0908842,Fitzmaurice,Wicklow
0949505,Liston,Mayo
0305103,Somers,Louth
0627903,Leamy,Westmeath
0851105,Collins,Galway
0914209,Leamy,Dublin
0665975,Eaton,Cavan
0754040,Bolger,Galway
0646724,Manley,Kildare
0695559,Clifford,Tipperary
0301008,Williams,Galway
0412801,Stanley-Smith,Westmeath
0334983,Baker,Wicklow
0081056,Mangan,Laois
0266003,Mcnamara,Galway
0629732,Fitzhenry,Westmeath
0811683,Doherty,Clare
0754718,Leddin,Galway
0304493,Murphy,Longford
0643231,Collins,Laois
0383574,O'Reagan,Westmeath
0292910,Sheahan,Dublin
0885643,Flanagan,Wexford
0115657,Bourke,Kilkenny
0080359,Brouder,Tipperary
0425501,Mcnamara,Kilkenny
0061047,Baron,Roscommon
0758264,Liston,Longford
0123235,O'Rourke,Clare
0508092,Mcelligott,Wexford
0192141,Leahy,Westmeath
0231732,Mcnulty,Wexford
0053970,Dowling,Wexford
0259384,Baker,Kerry
0629374,Barker,Roscommon
0297834,Fitzgerald,Clare
0248510,Carey,Westmeath
0836856,Flaherty,Cork
0982570,Baker,Cork
0040084,Doherty,Carlow
0879982,Mcdonnell,Donegal
0519858,Moloney,Kerry
0743026,Murray,Carlow
0471609,Fitzgerald,Dublin
0889552,Williams,Roscommon
0504923,Baron,Waterford
0067481,O'Neill,Longford
0945083,O'Brien,Sligo
0880575,Whealan,Monaghan
0347658,Kennedy,Cork
0565740,Reidy,Carlow
0345487,Williams,Louth
0244365,Quane,Westmeath
0120212,Henchy,Cork
0819779,Buckely,Westmeath
0267404,Lawlor,Kilkenny
0394272,Hannon,Dublin
0360762,Mccormick,Meath
0257217,Andrews,Monaghan
0342625,Flannery,Donegal
0135850,Collins,Louth
0396851,Brennan,Clare
0689667,Atkins,Cork
0435327,O'Gorman,Wicklow
0564526,Mccormack,Monaghan
0423803,Mcdonagh,Louth
0388340,Slater,Donegal
0100134,Brown,Louth
0635217,Kelly,Westmeath
0686399,Sheehy,Meath
0338639,O'Connell,Laois
0988244,Hanly,Laois
0757010,Lyons,Westmeath
0811869,Ahern,Kilkenny
0583692,Quin,Clare
0651993,Lawlor,Limerick
0435600,Bailey,Clare
0243683,Brannock,Tipperary
0431193,Mcbride,Laois
0960573,Flannery,Carlow
0005916,Fitzpatrick,Meath
0319921,O'Maidin,Kildare
0160005,Quaid,Meath
0625598,Brown,Cork
0209696,Brannock,Monaghan
0640074,Ashton,Monaghan
0386616,Keehan,Waterford
0169556,Barton,Louth
0430493,Bermingham,Wicklow
0092164,O'Shea,Kerry
0361953,Browne,Carlow
0959039,O'Connor,Sligo
0937664,Dowling,Clare
0011726,Mccormick,Wexford
0379391,Leamy,Longford
0213026,O'Grady,Monaghan
0341790,Bolger,Kilkenny
0938818,Woods,Cavan
0345855,O'Rourke,Sligo
0860131,Fitzgerald,Meath
0559097,O'Halloran,Kerry
0106721,Burns,Roscommon
0318933,Baron,Roscommon
0456743,Scanlon,Waterford
0890299,Forde,Kildare
0838725,Young,Roscommon
0333701,Spillane,Kilkenny
0493120,Slater,Cork
0150410,Durkan,Mayo
0395206,Reidy,Galway
0530394,Berry,Mayo
0220035,Ahern,Cork
0182816,Mitchell,Limerick
0651114,Hehir,Roscommon
0805418,Woods,Donegal
0224139,Forde,Galway
0483739,Purcell,Roscommon
0012492,Collins,Roscommon
0899717,Brannock,Carlow
0338514,Healy,Kilkenny
0763885,Scannell,Monaghan
0333538,Little,Waterford
0891543,Chawke,Meath
0059973,Somers,Waterford
0206415,Baker,Donegal
0420036,Bermingham,Cavan
0390627,Flynn,Wexford
0560714,Atkins,Kildare
0986377,Mcnulty,Donegal
0420446,Clifford,Wicklow
0413231,Cassidy,Sligo
0560177,Finn,Wicklow
0718120,Appleby,Meath
0874012,Bourke,Wexford
0888031,Trimble,Tipperary
0568747,Leamy,Wexford
0883255,Purcell,Tipperary
0664430,Clune,Sligo
0580936,Dowling,Limerick
0593293,Cohalan,Roscommon
0942721,Ryan,Wexford
0674718,Flanagan,Kilkenny
0623135,O'Shea,Longford
0025862,Gill,Laois
0210255,Reidy,Westmeath
0131038,Grimes,Limerick
0143721,Quin,Longford
0697151,Reynolds,Laois
0932195,O'Sullivan,Kilkenny
0307058,O'Hara,Dublin
0828245,Murray,Monaghan
0408715,O'Brien,Kerry
0210018,Flannery,Cork
0799320,Coakley,Sligo
0340087,O'Connor,Longford
0209932,Mccormack,Cork
0953968,Scannell,Louth
0131408,Dee,Clare
0775178,Coakley,Galway
0242737,Sutcliffe,Kilkenny
0133089,Mangan,Cork
0286511,Daly,Tipperary
0040722,Durkan,Cork
0150893,Molloy,Mayo
0133547,Keehan,Kilkenny
0776894,Baron,Waterford
0089956,O'Sullivan,Carlow
0671764,Doorley,Wicklow
0608326,Whealan,Tipperary
0588774,Purcell,Limerick
0567587,Noone,Clare
0489321,Vaughan,Dublin
0840631,Trimble,Dublin
0056197,Manley,Westmeath
0122874,O'Reagan,Kilkenny
0965451,Mcdonnell,Galway
0911542,Begley,Roscommon
0470846,Shinners-Kennedy,Kilkenny
0390792,Brannock,Cork
0180085,Fenton,Monaghan
0826342,Durkan,Clare
0722232,Downes,Mayo
0253686,Williams,Dublin
0669435,Power,Limerick
0740626,Bowles,Mayo
0907060,Mcelligott,Kilkenny
0453641,Bourke,Kildare
0427536,Bourke,Galway
0047224,Cohalan,Kilkenny
0999841,Flanagan,Galway
0658653,White,Clare
0844256,Mcbride,Sligo
0654737,Leahy,Wexford
0390424,Cooke,Louth
0569193,Andrews,Limerick
0262406,Fine,Longford
0309959,Jones,Tipperary
0322584,Coakley,Cork
0315845,Hayes,Galway
0129983,Buckely,Laois
0781228,Fitzmaurice,Roscommon
0658407,Baron,Kildare
0431364,Coffey,Carlow
0643230,Barlow,Wicklow
0380810,Conroy,Donegal
0148677,Dwan,Longford
0374889,Thornton,Wexford
0999875,Murphy,Laois
0987401,Brehony,Monaghan
0479096,Daly,Westmeath
0421725,Forde,Kerry
0979432,Bourke,Clare
0216451,O'Shea,Tipperary
0981492,Trimble,Monaghan
0448238,Sheehy,Kilkenny
0363171,Leddin,Meath
0913862,Hannon,Westmeath
0258092,Dee,Donegal
0939280,Eaton,Mayo
0886648,Fitzhenry,Westmeath
0989236,Healy,Galway
0503799,Fenton,Louth
0021944,Carey,Mayo
0725417,Leddin,Wexford
0539712,Chawke,Laois
0731148,Brouder,Cork
0817416,Williams,Tipperary
0061400,Barry,Louth
0227265,Keane,Laois
0188076,Angland,Galway
0307244,Sheahan,Cavan
0661384,O'Rourke,Wicklow
0671399,Kelly,Galway
0025386,Hehir,Louth
0535389,Ahern,Clare
0276411,Cleary,Clare
0853361,Murphy,Monaghan
0075053,Mcnulty,Carlow
0312641,O'Grady,Carlow
0659334,Coughlan,Roscommon
0538241,Noone,Waterford
0281578,Stanley-Smith,Cavan
0590607,Ambrose,Cavan
0570987,Mcelligott,Meath
0877473,Reidy,Carlow
0876853,Doherty,Carlow
0789263,Carey,Wicklow
0569988,Ahern,Clare
0067349,Downes,Kildare
0646976,Begley,Westmeath
0163570,Coakley,Dublin
0639506,Mcnamara,Laois
0807672,Cooke,Galway
0363749,Buckely,Sligo
0598094,Quane,Tipperary
0093685,Collins,Westmeath
0292594,Mccormack,Cavan
0778451,Kelly,Westmeath
0388369,Doherty,Kerry
0389377,Downes,Donegal
0291825,Williams,Wicklow
0225425,Macdonagh,Carlow
0118834,O'Connell,Wexford
0281544,Brislane,Kilkenny
0263108,Slattery,Longford
0204617,Boland,Meath
0757665,Lyons,Galway
0241987,Doorley,Louth
0766347,Ahern,Westmeath
0513999,Finn,Tipperary
0196389,Chawke,Meath
0954128,Mcguire,Roscommon
0706784,Brennan,Meath
0543452,Brennan,Meath
0455844,Carey,Roscommon
0058436,Henchy,Carlow
0119379,Hayes,Cork
0641335,Appleby,Tipperary
0764621,Quaid,Meath
0558127,Cohalan,Laois
0584777,Buckely,Kildare
0309639,Keehan,Dublin
0182805,Doherty,Limerick
0540525,Bailey,Mayo
0707589,Reynolds,Waterford
0452348,Sheehy,Mayo
0726561,Begley,Laois
0770529,Hannon,Laois
0582187,Bermingham,Louth
0873173,Mcelligott,Mayo
0644071,Rutland,Wicklow
0634629,Leddin,Donegal
0909078,Scanlon,Meath
0267417,Casey,Galway
0518363,Somers,Kildare
